YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2017,2017,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.2,4.2,,,2.8,5.5,Race/Ethnicity,"Other, non-Hispanic",,,,,,37,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
2013,2013,UT,Utah,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,49,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2012,2012,NJ,New Jersey,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.3,3.3,,,3.1,3.5,Overall,Overall,,,,,,34,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2019,2019,ID,Idaho,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.5,4.5,,,4.1,4.9,Race/Ethnicity,"White, non-Hispanic",,,,,,16,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
2018,2018,NM,New Mexico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5,5,,,4.5,5.4,Gender,Female,,,,,,35,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2013,2013,AL,Alabama,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,1,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2018,2018,MO,Missouri,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.9,4.9,,,3.6,6.3,Race/Ethnicity,"Black, non-Hispanic",,,,,,29,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2016,2016,MA,Massachusetts,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.4,3.4,,,3.1,3.8,Gender,Male,,,,,,25,MTH,MTH1_0,MEAN,GENDER,GENM,,,,
2014,2014,VA,Virginia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,51,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2016,2016,DE,Delaware,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,13,13,,,7.8,20.8,Race/Ethnicity,Hispanic,,,,,,10,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2014,2014,WI,Wisconsin,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.5,3.5,,,3.2,3.8,Race/Ethnicity,"White, non-Hispanic",,,,,,55,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
2011,2011,KS,Kansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,2.6,2.6,,,2.4,2.8,Gender,Male,,,,,,20,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2013,2013,VT,Vermont,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,50,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2011,2011,MD,Maryland,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.3,2.3,,,1.2,3.4,Race/Ethnicity,"Other, non-Hispanic",,,,,,24,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2011,2011,ID,Idaho,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.1,4.1,,,2.6,5.6,Race/Ethnicity,Hispanic,,,,,,16,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2016,2016,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.6,3.6,,,3.2,4,Race/Ethnicity,Hispanic,,,,,,36,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2018,2018,MO,Missouri,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,14.9,14.9,,,8.7,24.4,Race/Ethnicity,"Black, non-Hispanic",,,,,,29,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2017,2017,IA,Iowa,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.7,2.7,,,2.4,2.9,Gender,Male,,,,,,19,MTH,MTH1_0,MEAN,GENDER,GENM,,,,
2015,2015,SD,South Dakota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,46,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
2017,2017,KY,Kentucky,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5,5,,,4.6,5.3,Race/Ethnicity,"White, non-Hispanic",,,,,,21,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2015,2015,KS,Kansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.2,4.2,,,3.5,5,Race/Ethnicity,"Black, non-Hispanic",,,,,,20,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2018,2018,KS,Kansas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,15.8,15.8,,,14.1,17.7,Race/Ethnicity,"White, non-Hispanic",,,,,,20,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2018,2018,IN,Indiana,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,17.3,17.3,,,11.7,24.9,Race/Ethnicity,"Black, non-Hispanic",,,,,,18,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2019,2019,KY,Kentucky,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,6.5,6.5,,,5.9,7,Gender,Female,,,,,,21,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2011,2011,AZ,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5,5,,,3.5,6.6,Race/Ethnicity,"Other, non-Hispanic",,,,,,4,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
2015,2015,MD,Maryland,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.9,3.9,,,3.4,4.3,Gender,Female,,,,,,24,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2012,2012,ID,Idaho,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.6,4.6,,,4,5.1,Gender,Female,,,,,,16,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2014,2014,CO,Colorado,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,12.9,12.9,,,10.9,15.2,Race/Ethnicity,"White, non-Hispanic",,,,,,8,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2012,2012,IN,Indiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.1,4.1,,,2.8,5.3,Race/Ethnicity,Hispanic,,,,,,18,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2017,2017,KY,Kentucky,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,21,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2012,2012,WV,West Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.7,3.7,,,3.2,4.1,Gender,Male,,,,,,54,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2014,2014,IL,Illinois,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,14,14,,,11.3,17.4,Overall,Overall,,,,,,17,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2011,2011,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.2,4.2,,,2.6,5.7,Race/Ethnicity,"Black, non-Hispanic",,,,,,47,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2018,2018,NJ,New Jersey,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,34,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
2013,2013,PA,Pennsylvania,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5,5,,,3,7,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,42,MTH,MTH1_0,AGEADJMEAN,RACE,MRC,,,,
2019,2019,LA,Louisiana,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,22,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2015,2015,OK,Oklahoma,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.4,3.4,,,2.9,3.9,Gender,Male,,,,,,40,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2011,2011,MT,Montana,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,18.9,18.9,,,11.6,29.4,Race/Ethnicity,"Other, non-Hispanic",,,,,,30,MTH,MTH2_0,CRDPREV,RACE,OTH,,,,
2019,2019,OR,Oregon,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.6,4.6,,,4.3,4.8,Overall,Overall,,,,,,41,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2016,2016,LA,Louisiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.3,3.3,,,1.6,4.9,Race/Ethnicity,Hispanic,,,,,,22,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2014,2014,WA,Washington,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,16.7,16.7,,,13.8,20,Race/Ethnicity,"White, non-Hispanic",,,,,,53,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2013,2013,WA,Washington,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.6,4.6,,,4.3,4.9,Gender,Female,,,,,,53,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2019,2019,OR,Oregon,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.7,4.7,,,4.4,5,Race/Ethnicity,"White, non-Hispanic",,,,,,41,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
2019,2019,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.5,3.5,,,3.1,3.8,Gender,Male,,,,,,15,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2017,2017,GU,Guam,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,66,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2015,2015,OR,Oregon,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.9,3.9,,,2.3,5.4,Race/Ethnicity,"Other, non-Hispanic",,,,,,41,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2018,2018,CT,Connecticut,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,16.3,16.3,,,13.9,19.1,Overall,Overall,,,,,,9,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2018,2018,NH,New Hampshire,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.1,4.1,,,3.8,4.5,Race/Ethnicity,"White, non-Hispanic",,,,,,33,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2014,2014,DC,District of Columbia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.1,2.1,,,0.9,3.3,Race/Ethnicity,Hispanic,,,,,,11,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2011,2011,IA,Iowa,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,13.5,13.5,,,11.1,16.3,Race/Ethnicity,"White, non-Hispanic",,,,,,19,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2011,2011,GA,Georgia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,13,MTH,MTH2_0,CRDPREV,RACE,HIS,,,,
2012,2012,CO,Colorado,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,-,No data available,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,8,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2017,2017,MD,Maryland,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.9,2.9,,,2.2,3.7,Race/Ethnicity,"Other, non-Hispanic",,,,,,24,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2012,2012,MI,Michigan,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.3,3.3,,,3,3.6,Gender,Male,,,,,,26,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2016,2016,CA,California,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,14.9,14.9,,,9.9,21.7,Race/Ethnicity,"Black, non-Hispanic",,,,,,6,MTH,MTH2_0,CRDPREV,RACE,BLK,,,,
2017,2017,NM,New Mexico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,35,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2014,2014,WY,Wyoming,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.3,4.3,,,3.7,4.9,Gender,Female,,,,,,56,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2012,2012,MA,Massachusetts,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,,25,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2015,2015,GA,Georgia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,2.6,2.6,,,1.5,3.6,Race/Ethnicity,Hispanic,,,,,,13,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2017,2017,PA,Pennsylvania,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4,4,,,3.7,4.3,Race/Ethnicity,"White, non-Hispanic",,,,,,42,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2017,2017,NH,New Hampshire,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,22.4,22.4,,,17.9,27.5,Overall,Overall,,,,,,33,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2015,2015,AL,Alabama,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,17.1,17.1,,,14.6,20,Overall,Overall,,,,,,1,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2015,2015,IA,Iowa,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.7,2.7,,,1.5,3.8,Race/Ethnicity,Hispanic,,,,,,19,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2014,2014,OK,Oklahoma,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.1,4.1,,,3.9,4.4,Overall,Overall,,,,,,40,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2014,2014,US,United States,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.1,3.1,*,50 States + DC: US Median,2.9,3.2,Gender,Male,,,,,,59,MTH,MTH1_0,AGEADJMEAN,GENDER,GENM,,,,
2011,2011,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,2.9,2.9,,,2.6,3.1,Overall,Overall,,,,,,38,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2019,2019,KY,Kentucky,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,27.6,27.6,,,23.9,31.6,Overall,Overall,,,,,,21,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2012,2012,MT,Montana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,,,-,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,,30,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2018,2018,MI,Michigan,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.8,4.8,,,4.2,5.5,Race/Ethnicity,"Black, non-Hispanic",,,,,,26,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2016,2016,PR,Puerto Rico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.8,3.8,,,3.5,4.1,Race/Ethnicity,Hispanic,,,,,,72,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2012,2012,MD,Maryland,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.5,3.5,,,3.2,3.7,Overall,Overall,,,,,,24,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
2014,2014,CA,California,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,13.8,13.8,,,11.8,16.1,Overall,Overall,,,,,,6,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2015,2015,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.3,4.3,,,3.8,4.8,Race/Ethnicity,Hispanic,,,,,,36,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2013,2013,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.7,3.7,,,3.4,4.1,Overall,Overall,,,,,,47,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
2015,2015,TX,Texas,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,48,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2019,2019,NV,Nevada,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.6,5.6,,,4.8,6.4,Gender,Female,,,,,,32,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2019,2019,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5,5,,,4,6.1,Race/Ethnicity,Hispanic,,,,,,15,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2012,2012,WI,Wisconsin,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,55,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2015,2015,NE,Nebraska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.5,3.5,,,3.2,3.7,Gender,Female,,,,,,31,MTH,MTH1_0,MEAN,GENDER,GENF,,,,
2015,2015,NH,New Hampshire,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,33,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2013,2013,AZ,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.3,3.3,,,2.8,3.7,Race/Ethnicity,"White, non-Hispanic",,,,,,4,MTH,MTH1_0,MEAN,RACE,WHT,,,,
2013,2013,PR,Puerto Rico,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,72,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2013,2013,TX,Texas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.3,4.3,,,3.5,5.2,Race/Ethnicity,"Black, non-Hispanic",,,,,,48,MTH,MTH1_0,AGEADJMEAN,RACE,BLK,,,,
2014,2014,IA,Iowa,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,19,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2014,2014,UT,Utah,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.3,3.3,,,2.8,3.8,Race/Ethnicity,Hispanic,,,,,,49,MTH,MTH1_0,MEAN,RACE,HIS,,,,
2016,2016,MO,Missouri,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,29,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
2012,2012,IA,Iowa,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.8,3.8,,,2,5.6,Race/Ethnicity,"Other, non-Hispanic",,,,,,19,MTH,MTH1_0,AGEADJMEAN,RACE,OTH,,,,
2011,2011,OK,Oklahoma,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,17.6,17.6,,,14.6,21.2,Race/Ethnicity,"White, non-Hispanic",,,,,,40,MTH,MTH2_0,CRDPREV,RACE,WHT,,,,
2019,2019,GA,Georgia,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,19.1,19.1,,,15.9,22.8,Overall,Overall,,,,,,13,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2013,2013,AZ,Arizona,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,17.4,17.4,,,12.7,23.3,Overall,Overall,,,,,,4,MTH,MTH2_0,CRDPREV,OVERALL,OVR,,,,
2013,2013,VA,Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.8,3.8,,,3.5,4.2,Gender,Female,,,,,,51,MTH,MTH1_0,AGEADJMEAN,GENDER,GENF,,,,
2019,2019,OR,Oregon,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.1,4.1,,,2.8,5.3,Race/Ethnicity,"Other, non-Hispanic",,,,,,41,MTH,MTH1_0,MEAN,RACE,OTH,,,,
2016,2016,ID,Idaho,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.8,3.8,,,2.8,4.7,Race/Ethnicity,Hispanic,,,,,,16,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2013,2013,KS,Kansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4,4,,,3.2,4.7,Race/Ethnicity,"Black, non-Hispanic",,,,,,20,MTH,MTH1_0,MEAN,RACE,BLK,,,,
2019,2019,MS,Mississippi,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,,28,MTH,MTH1_0,AGEADJMEAN,RACE,HIS,,,,
2014,2014,MI,Michigan,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.1,4.1,,,3.8,4.4,Race/Ethnicity,"White, non-Hispanic",,,,,,26,MTH,MTH1_0,AGEADJMEAN,RACE,WHT,,,,
2014,2014,GA,Georgia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,6.2,6.2,,,3.5,8.9,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,13,MTH,MTH1_0,MEAN,RACE,MRC,,,,
2019,2019,MN,Minnesota,BRFSS,Mental Health,At least 14 recent mentally unhealthy days among women aged 18-44 years,,%,Crude Prevalence,27.3,27.3,,,18.1,38.9,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,27,MTH,MTH2_0,CRDPREV,RACE,MRC,,,,
